variable_only,coefficient,se,z_value,p_value,ci_low,ci_high,significant,n_coefs,direction,star_label,mode,source_root,partition,indicator,model_type,base_model,activity_type,source_summary,sig
Street Intersection Density,-0.2273996118239353,0.1476458616907389,-1.5401692212698097,0.1235191102548987,-0.5167855007377836,0.0619862770899129,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.1191216278371173,0.1008175983315979,-1.1815558970698334,0.2373819617876722,-0.3167241205670494,0.0784808648928146,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.1233527664478873,0.1190031689979975,1.0365502657325285,0.2999455018596302,-0.1098934447881878,0.3565989776839626,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.2694732978883794,0.143731032720987,1.8748442336143605,0.0608141558391992,-0.0122395262447551,0.551186122021514,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0583151514572433,0.042100458313789,-1.3851429127588268,0.166008772458199,-0.1408320497522699,0.0242017468377832,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.1015372351909411,0.0444874739311965,2.282378076758791,0.0224670285266065,0.0143417862857959,0.1887326840960863,sig,3,Positive,*,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
NDVI,0.0577682969663961,0.0612989305212352,0.9424030154389714,0.3459863439834294,-0.062377606855225,0.1779142007880172,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),0.0034357131176449,0.0397331680329902,0.0864696496084145,0.9310930817872972,-0.0744412962270159,0.0813127224623057,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0615974190822797,0.0541933043195583,1.136624161521173,0.2556954351136545,-0.0446214573840545,0.1678162955486141,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.2082038860416808,0.0446421887324649,-4.663836876131244,3.1036743991968564e-06,-0.2957025759573122,-0.1207051961260495,sig,3,Negative,***,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Urbanization Rate,0.0163983297253628,0.0454769780565738,0.3605852988948199,0.7184094807708388,-0.0727365472655218,0.1055332067162475,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.0350727946362785,0.0556010678165405,-0.630793544325508,0.5281755250088508,-0.1440508875566979,0.0739052982841408,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.05106676262676,0.0490833517281559,-1.0404090354218078,0.2981499056751201,-0.1472701320139456,0.0451366067604255,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.0691606445649415,0.0517297317411991,1.3369612065832528,0.1812353000426398,-0.0322296296478087,0.1705509187776919,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.1029048787112296,0.0733756166882055,-1.4024397116620166,0.1607839817725367,-0.2467210874201125,0.0409113299976532,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.0009680963513173,0.0462273206260435,-0.0209420822623229,0.9832918571847082,-0.0915736447783628,0.089637452075728,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0496797745650095,0.0627626943466943,0.7915494240987141,0.4286234468813855,-0.0733351063545114,0.1726946554845304,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.2177490267240295,0.0516551539696129,-4.215436601972464,2.4929542011272552e-05,-0.3189931285044708,-0.1165049249435881,sig,3,Negative,***,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Urbanization Rate,0.0203961937629912,0.0527715147133026,0.386500063032108,0.6991263559325636,-0.0830359750750818,0.1238283626010644,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.0297359078686208,0.0645799193436822,-0.4604513008195618,0.6451923191685972,-0.1563125497822381,0.0968407340449963,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.1343396727314313,0.0880782634062805,-1.525230715684751,0.1272015619149858,-0.3069730690077412,0.0382937235448785,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.2946656702301508,0.0922864550579525,3.1929460292424423,0.0014082926532421,0.1137842183165637,0.4755471221437378,sig,3,Positive,**,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
NDVI,0.3422215142887261,0.1265580488844977,2.7040675587615306,0.0068496361287639,0.0941677384751106,0.5902752901023416,sig,3,Positive,**,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Population (20-55),0.0264816867512231,0.0799846105752637,0.3310847744430098,0.7405804519335895,-0.1302881499762936,0.18325152347874,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0371262207361709,0.115445632303801,0.3215905183703391,0.7477629278125757,-0.1891472185792791,0.263399660051621,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.3137586438322486,0.0965708850614852,-3.248998325245577,0.0011581216002275,-0.5030375785527598,-0.1244797091117375,sig,3,Negative,**,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Urbanization Rate,-0.0640249574785822,0.0943310441299263,-0.6787262673611218,0.497311319503674,-0.2489138039732379,0.1208638890160735,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0359163503586864,0.11807406687232,0.3041849180779444,0.7609870144005203,-0.1955088207110609,0.2673415214284337,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.144803991718165,0.2062482323906001,-0.7020859768821202,0.4826255470516729,-0.5490505272037413,0.2594425437674111,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.3392224070132981,0.2180004209669497,1.5560630823952692,0.1196930926210484,-0.0880584180819233,0.7665032321085196,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.6738383993890525,0.2671450321152019,2.5223691941928785,0.0116567294214493,0.1502341364432567,1.1974426623348484,sig,3,Positive,*,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Population (20-55),0.0826173672350834,0.1877403960984792,0.4400617499056858,0.6598923843391102,-0.285353809117936,0.4505885435881028,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.4716449936848104,0.2672233040279973,1.7649845151057468,0.0775663682190359,-0.0521126822100643,0.9954026695796852,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.3883170840853828,0.279968886365421,-1.3870008525823954,0.1654415028563493,-0.937056101361608,0.1604219331908424,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,-0.004076751677406,0.2273338852532312,-0.0179328817297292,0.9856923974007286,-0.4496511667737393,0.4414976634189272,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.2581905247299793,0.2585017236018796,-0.9987961439190262,0.3178934543998716,-0.7648539029896633,0.2484728535297047,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,cehwi,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0375014784706125,0.0377843923639198,-0.9925124138405496,0.3209476268655222,-0.1115588875038954,0.0365559305626703,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.0422747382006104,0.0423777924499965,0.997568201564354,0.3184887868488528,-0.0407857350013827,0.1253352114026036,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.0145050419092846,0.039478909387003,-0.3674124269010298,0.7133114034906578,-0.0918837043078106,0.0628736204892413,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),0.0298315155499792,0.0400263812829362,0.7452963419078026,0.4560925920640127,-0.0486201917645756,0.1082832228645342,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.014284015150214,0.0523451170806192,0.2728815207006703,0.7849442919610731,-0.0883124143277997,0.1168804446282277,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0750653535341922,0.0407054141036679,-1.8441122682849247,0.0651667803559592,-0.1548479651773813,0.0047172581089968,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0074440536877673,0.0421868813146669,0.1764542306942066,0.8599371030373006,-0.0752422336889799,0.0901303410645146,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0234989233506992,0.0565467603449631,0.4155662182474163,0.6777274506925233,-0.0873327269254284,0.134330573626827,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0145907728222085,0.0407750392626859,-0.3578358987764574,0.7204661236743564,-0.0945098497770729,0.0653283041326558,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.043242346075516,0.0455855398962942,0.948597870594295,0.342825174439866,-0.0461053121212207,0.1325900042722528,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.0737850815092382,0.0440398307625819,-1.675417008457922,0.093852441791394,-0.1601031498038989,0.0125329867854224,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),0.0280087860803716,0.0430438086015386,0.6507041776821415,0.5152374658763756,-0.0563570787786439,0.1123746509393873,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0041289919801518,0.0563140009120001,0.073320877815165,0.9415507783189672,-0.1062464498073684,0.1145044337676721,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0675755632945184,0.0434998931524435,-1.5534650408841857,0.1203120748589651,-0.1528353538733078,0.0176842272842709,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0146351041111799,0.0454909530022866,0.3217146079670884,0.747668910182357,-0.0745271637733019,0.1037973719956618,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0077787430305567,0.0614627222095603,0.1265603401690331,0.8992883884127485,-0.1126881925001816,0.1282456785612951,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.040072174107137,0.0737108635547787,-0.5436400033131766,0.5866892261183847,-0.1845454666745033,0.1044011184602293,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.0451192282097421,0.080242227634783,0.5622878319766894,0.5739199273621127,-0.1121555379544326,0.202393994373917,ns,3,Positive,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.2713888353111781,0.0759225170563255,3.574550025914441,0.0003508307325047,0.12258070188078,0.4201969687415762,sig,3,Positive,***,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Population (20-55),-3.8448386081289255e-05,0.0767393627297515,-0.0005010256107636,0.99960023941733,-0.1504475993363942,0.1503707025642316,ns,3,Negative,,MEAN_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,CLUSTER_Arid_Desert,exceeded_quantity,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
